rho,run,interval,dispatched_wind_MWh,net_revenue_USD
180.0,7,19,251.51395312859654,12575.697656429827
180.0,7,20,209.20547939081746,10460.273969540873
180.0,7,21,300.0,15297.978519027827
180.0,7,22,261.9962142981117,13099.810714905583
180.0,7,23,300.0,12896.782883778884
180.0,7,24,249.55683464160575,12477.841732080287
180.0,8,1,300.0,15350.741492370265
180.0,8,2,213.4874603390058,10674.373016950289
180.0,8,3,245.4259086261767,-536.9141199694059
180.0,8,4,225.82224881343575,5295.660508086105
180.0,8,5,300.0,14329.962228097645
180.0,8,6,300.0,15467.004098291938
180.0,8,7,300.0,-1450.4496801074038
180.0,8,8,300.0,15481.034979707723
180.0,8,9,0.0,0.0
180.0,8,10,142.90160027281138,7145.080013640569
180.0,8,11,127.94377060041893,6397.188530020947
180.0,8,12,93.49520130081987,4674.760065040993
180.0,8,13,84.06427215168276,4203.213607584138
180.0,8,14,139.09583731567864,6954.791865783932
180.0,8,15,205.95484207778634,10297.742103889317
180.0,8,16,16.12235296455367,806.1176482276835
180.0,8,17,300.0,12256.92789086288
180.0,8,18,257.5879162136015,12879.395810680075
180.0,8,19,300.0,1201.615682294103
180.0,8,20,263.4300642444414,6201.365218154761
180.0,8,21,300.0,4287.801639563446
180.0,8,22,233.73443897141578,11686.72194857079
180.0,8,23,263.51363178379506,13175.681589189753
180.0,8,24,247.92083861584467,7975.024328589157
180.0,9,1,259.07195104622485,12953.597552311243
180.0,9,2,265.25030417357425,11708.136519767528
180.0,9,3,232.16388592035992,11608.194296017995
180.0,9,4,254.90608617330224,2650.5438826762384
180.0,9,5,300.0,15354.948274650711
180.0,9,6,246.60841364631312,12330.420682315656
180.0,9,7,300.0,15006.92180499616
180.0,9,8,295.2874204864805,4008.769536459966
180.0,9,9,211.79571158085867,10589.785579042933
180.0,9,10,151.34783726634805,7567.391863317403
180.0,9,11,121.28868235520815,6064.434117760407
180.0,9,12,91.49335073376278,4574.667536688139
180.0,9,13,99.59095296578539,4979.54764828927
180.0,9,14,130.72364241024172,6536.182120512086
180.0,9,15,0.0,0.0
180.0,9,16,277.5753945998529,-2709.0291852147475
180.0,9,17,300.0,15239.149245898061
180.0,9,18,300.0,10649.952697512104
180.0,9,19,300.0,6883.005373605103
180.0,9,20,256.61304827746574,9065.276084998974
180.0,9,21,300.0,-4748.263028420515
180.0,9,22,248.57570726453832,12428.785363226916
180.0,9,23,300.0,13550.598008991663
180.0,9,24,268.2610115837848,13413.050579189241
180.0,10,1,228.6321625909137,11431.608129545686
180.0,10,2,300.0,15570.816388788031
180.0,10,3,300.0,-6453.40702607556
180.0,10,4,300.0,15083.09528684733
180.0,10,5,243.34562855876163,12167.281427938082
180.0,10,6,300.0,16000.683212517693
180.0,10,7,140.14095707359888,7007.047853679944
180.0,10,8,55.892671035309945,2794.633551765497
180.0,10,9,226.8533500011455,11342.667500057274
180.0,10,10,157.38657707797802,7869.328853898901
180.0,10,11,0.0,0.0
180.0,10,12,0.0,0.0
180.0,10,13,121.94962718543024,6097.481359271513
180.0,10,14,0.0,0.0
180.0,10,15,0.0,0.0
180.0,10,16,96.0425903983695,4802.129519918475
180.0,10,17,107.20578359625188,5360.289179812594
180.0,10,18,240.394848777147,12019.742438857349
180.0,10,19,300.0,15881.371259393538
180.0,10,20,233.30784451350428,11665.392225675214
180.0,10,21,300.0,16373.467905510255
180.0,10,22,300.0,8703.680368629093
180.0,10,23,261.5767457280956,4530.148825692517
180.0,10,24,300.0,2172.657400402457
